,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
2203,10.5,0.086,0.14,0.99824,8.9,9.0,24,3.34,2.5,0.64,30.0,red,0.75,5
2204,11.94,0.035,0.22,0.99172,6.3,23.0,3548,3.2,7.3,0.39,117.0,white,0.41,7
2205,10.8,0.047,0.28,0.99365,8.6,38.0,3860,3.1,2.7,0.56,150.0,white,0.17,6
2206,11.7,0.031,0.38,0.99321,5.3,53.0,1967,3.34,10.5,0.46,140.0,white,0.31,6
2207,12.1,0.034,0.36,0.98942,6.5,32.0,4120,3.11,0.8,0.5,111.0,white,0.35,8
2208,9.0,0.035,0.32,0.99666,6.7,18.0,1819,2.88,12.5,0.36,156.0,white,0.16,6
2209,8.7,0.0409999999999999,0.28,1.0002,6.5,40.0,4744,3.14,20.4,0.38,144.0,white,0.28,5
2210,10.2,0.0819999999999999,0.05,0.99808,7.1,3.0,209,3.4,5.7,0.52,14.0,red,0.875,3
2211,9.4,0.037,0.42,0.99884,6.3,57.0,4311,3.26,17.2,0.57,170.0,white,0.33,6
2212,12.4,0.034,0.31,0.98944,6.5,59.0,4211,3.16,1.3,0.54,145.0,white,0.26,6
2213,12.0,0.048,0.31,0.98953,5.2,17.0,2189,3.24,1.7,0.37,61.0,white,0.21,7
2214,10.1,0.046,0.74,0.9978,6.4,54.0,39,3.58,11.9,0.68,168.0,white,0.18,5
2215,13.4,0.016,0.41,0.98876,6.9,6.0,5470,3.16,1.4,0.4,55.0,white,0.28,5
2216,10.9,0.069,0.41,0.99859,9.5,18.0,4432,3.29,8.9,0.81,39.0,red,0.39,7
2217,9.1,0.053,0.45,0.9959,6.5,52.0,4405,3.23,8.0,0.48,196.0,white,0.22,6
2218,11.0,0.094,0.22,0.99612,8.0,5.0,2637,3.37,2.4,0.58,33.0,red,0.64,5
2219,9.0,0.063,0.47,0.99872,6.6,27.0,1139,3.18,15.6,0.56,173.0,white,0.32,5
2220,14.0,0.05,0.0,0.9916,5.2,27.0,2142,3.68,1.8,0.79,63.0,red,0.34,6
2221,12.3,0.033,0.24,0.99043,5.8,65.0,2420,3.59,1.4,0.56,169.0,white,0.2,7
2222,12.5,0.122,0.64,0.998,10.2,10.0,2005,3.23,2.9,0.66,41.0,red,0.36,6
2223,9.1,0.049,0.54,0.9984,7.3,62.0,1927,3.06,12.9,0.45,162.5,white,0.28,6
2224,12.4,0.027,0.41,0.99063,6.6,14.0,3625,3.27,2.0,0.63,79.0,white,0.33,6
2225,12.7,0.031,0.3,0.9895,6.1,50.0,2036,3.39,2.1,0.43,163.0,white,0.3,7
2226,8.9,0.055,0.14,0.9941,7.1,24.0,3582,3.15,1.2,0.43,84.0,white,0.365,5
2227,10.8,0.035,0.49,0.9958,8.0,40.0,5144,3.14,11.7,0.34,131.0,white,0.29,5
2228,10.7,0.032,0.23,0.99571,8.8,12.0,3767,3.13,10.3,0.4,97.0,white,0.24,6
2229,11.0,0.044,0.25,0.992,7.4,30.0,312,3.11,3.8,0.4,114.0,white,0.29,6
2230,9.4,0.037,0.42,0.99884,6.3,57.0,3788,3.26,17.2,0.57,170.0,white,0.33,6
2231,10.6,0.046,0.29,0.99471,6.1,39.0,149,3.6,6.2,0.44,151.0,white,0.15,6
2232,12.5,0.035,0.27,0.99058,6.9,17.0,3031,3.12,4.7,0.36,80.0,white,0.45,7
2233,9.2,0.047,0.24,0.99604,6.4,41.0,1546,3.11,7.2,0.6,151.0,white,0.38,5
2234,10.4,0.05,0.36,0.9968,7.5,29.0,318,3.06,15.7,0.54,124.0,white,0.29,5
2235,9.2,0.071,0.2,1.0015,10.0,13.0,3996,3.16,11.0,0.69,50.0,red,0.49,6
2236,10.2,0.061,0.33,0.99786,9.4,52.0,3204,3.47,2.3,0.9,73.0,red,0.24,6
2237,11.4,0.047,0.41,0.9929,6.9,6.0,2886,3.15,1.7,0.69,134.0,white,0.27,6
2238,9.8,0.053,0.32,0.9924,6.0,31.0,896,3.29,1.0,0.72,218.5,white,0.37,6
2239,9.4,0.17,0.3,0.9946,6.6,60.0,3539,3.18,4.8,0.47,166.0,white,0.3,5
2240,9.2,0.087,0.21,0.9955,7.6,21.0,3863,3.12,2.3,0.44,68.0,red,0.79,5
2241,10.9,0.059,0.26,0.9955,7.8,33.0,2851,3.04,9.9,0.42,181.0,white,0.39,6
2242,9.4,0.152,0.59,0.9986,10.6,6.0,3464,3.04,2.2,1.05,18.0,red,0.36,5
2243,9.8,0.078,0.02,0.99712,6.9,18.0,1766,3.4,1.9,0.75,30.0,red,0.63,5
2244,10.4,0.054,0.34,0.99489,6.8,26.0,1419,3.42,3.5,0.58,189.0,white,0.29,5
2245,9.5,0.081,0.19,0.9962,7.8,15.0,701,3.33,2.1,0.54,105.0,red,0.56,5
2246,12.2,0.044,0.74,0.9924,8.3,33.0,4804,3.25,4.45,0.42,130.0,white,0.2,6
2247,12.4,0.036,0.3,0.99037,6.4,25.0,3135,3.29,2.9,0.6,79.0,white,0.29,7
2248,9.9,0.08,0.26,0.99622,7.8,31.0,2719,3.21,2.0,0.52,131.0,red,0.6,5
2249,9.0,0.035,0.2,1.00022,6.2,58.0,3424,3.11,20.8,0.53,184.0,white,0.22,6
2250,10.8,0.099,0.33,0.99818,10.8,20.0,4095,3.24,2.5,0.71,38.0,red,0.45,5
2251,10.9,0.066,0.48,0.99724,10.4,6.0,4295,3.33,1.9,0.87,10.0,red,0.26,6
2252,9.05,0.0819999999999999,0.2,0.99585,6.9,9.0,4351,3.39,1.9,0.43,23.0,red,0.48,4
2253,9.4,0.044,0.42,0.99562,6.6,60.0,1276,3.14,8.2,0.48,196.0,white,0.28,5
2254,10.8,0.02,0.29,0.99338,7.4,31.0,2807,3.13,6.8,0.29,113.0,white,0.25,6
2255,12.2,0.031,0.49,0.9893,7.1,32.0,455,3.07,1.2,0.33,99.0,white,0.29,6
2256,12.8,0.035,0.23,0.99016,5.9,20.0,848,3.46,5.0,0.48,128.0,white,0.65,6
2257,9.9,0.045,0.35,0.992,5.5,14.0,4414,3.34,1.1,0.68,167.0,white,0.35,6
2258,9.5,0.039,0.31,0.9976,8.2,96.0,3085,3.07,11.8,0.52,249.0,white,0.18,6
2259,11.0,0.039,0.35,0.99216,6.4,43.0,5023,3.18,4.6,0.4,147.0,white,0.23,7
2260,10.9,0.044,0.25,0.9921,6.1,24.0,587,3.39,1.6,0.59,115.0,white,0.24,6
2261,9.7,0.046,0.35,0.9955,7.2,45.0,2493,3.14,7.2,0.53,178.0,white,0.31,5
2262,10.9,0.049,0.31,0.993,8.0,24.0,3103,3.1,5.6,0.42,97.0,white,0.22,5
2263,9.6,0.114,0.08,0.9971,7.7,14.0,1097,3.24,2.5,0.66,46.0,red,0.56,6
2264,11.1,0.095,0.49,1.00315,15.5,10.0,175,2.92,4.2,0.74,23.0,red,0.645,5
2265,9.2,0.073,0.17,0.9972,8.0,6.0,1676,3.29,2.0,0.61,18.0,red,0.42,6
2266,9.3,0.049,0.49,0.996,6.6,53.0,5036,3.16,7.7,0.4,217.0,white,0.325,5
2267,10.0,0.049,0.3,0.9954,8.1,39.0,4228,2.99,7.8,0.58,152.0,white,0.26,6
2268,12.1,0.059,0.28,0.99177,6.5,29.0,2615,3.23,3.7,0.41,151.0,white,0.22,7
2269,10.4,0.045,0.28,0.9954,7.0,37.0,3040,3.25,8.7,0.54,222.0,white,0.21,6
2270,8.9,0.036,0.62,0.9978,7.7,56.0,1453,3.13,10.6,0.44,153.0,white,0.32,6
2271,10.0,0.047,0.17,0.9932,6.5,5.0,2382,3.26,1.4,0.32,26.0,white,0.52,4
2272,12.7,0.051,0.36,0.99097,7.5,26.0,5083,3.32,2.6,0.53,126.0,white,0.33,6
2273,10.3,0.053,0.3,0.9941,7.4,45.0,4054,3.12,5.2,0.45,163.0,white,0.3,6
2274,8.9,0.048,0.35,0.9975,6.1,63.0,409,3.08,12.8,0.4,229.0,white,0.28,5
2275,11.8,0.036,0.29,0.99081,6.2,16.0,384,3.33,2.0,0.61,87.0,white,0.26,6
2276,9.2,0.063,0.05,0.9932,6.0,17.0,5342,3.21,1.5,0.56,120.0,white,0.41,6
2277,10.8,0.077,0.02,0.99557,7.5,11.0,2006,3.36,2.6,0.62,35.0,red,0.57,6
2278,12.1,0.033,0.46,0.98934,6.0,9.0,2048,3.24,0.9,0.35,65.0,white,0.35,4
2279,11.3,0.06,0.49,0.9966,7.8,34.0,1876,3.26,7.8,0.58,162.0,white,0.4,6
2280,9.8,0.052,0.31,0.9949,5.8,55.0,3840,3.19,7.5,0.46,230.0,white,0.31,5
2281,9.7,0.09,0.26,0.99975,9.3,25.0,2854,3.24,3.4,0.62,87.0,red,0.61,5
2282,12.0,0.032,1.0,0.99742,7.7,42.0,1491,3.29,19.95,0.5,164.0,white,0.43,6
2283,9.5,0.045,0.32,1.0,6.5,44.0,1614,3.38,16.5,0.46,166.0,white,0.26,6
2284,11.3,0.033,0.49,0.9955,7.8,37.0,118,3.14,13.0,0.35,158.0,white,0.43,6
2285,12.5,0.04,0.35,0.99128,7.1,41.0,475,3.32,2.5,0.56,186.0,white,0.21,6
2286,11.0,0.047,0.28,0.99278,6.4,29.0,1790,3.15,5.9,0.4,101.0,white,0.21,6
2287,11.0,0.08,0.32,0.99624,8.2,24.0,1612,3.27,2.5,0.85,71.0,red,0.38,6
2288,9.5,0.079,0.31,0.99668,6.9,21.0,1381,3.47,2.0,0.55,51.0,red,0.41,6
2289,9.9,0.084,0.22,0.99682,8.4,4.0,2013,3.26,2.7,0.57,18.0,red,0.52,6
2290,10.4,0.044,0.29,0.99232,6.8,15.0,122,3.23,2.0,0.64,96.0,white,0.24,8
2291,10.9,0.057,0.39,0.99176,7.9,21.0,1335,3.05,2.0,0.52,138.0,white,0.21,5
2292,8.9,0.065,0.64,0.9978,6.5,65.0,2717,3.12,11.8,0.51,225.0,white,0.41,5
2293,10.9,0.034,0.36,0.99184,5.9,19.0,1435,3.25,2.4,0.48,77.0,white,0.42,5
2294,9.4,0.076,0.1,0.99554,6.5,30.0,3723,3.36,2.0,0.48,47.0,red,0.4,6
2295,9.6,0.0559999999999999,0.32,0.9998,7.1,49.0,503,3.37,16.9,0.38,158.0,white,0.22,6
2296,10.8,0.068,0.04,0.99582,6.6,7.0,842,3.53,2.3,0.58,13.0,red,0.895,6
2297,11.4,0.023,0.38,0.99047,6.9,30.0,2490,3.11,1.15,0.38,105.0,white,0.19,5
2298,11.8,0.089,0.33,0.9972,9.5,35.0,4726,3.28,2.4,0.73,67.0,red,0.56,7
2299,13.2,0.031,0.36,0.98884,6.6,27.0,1744,3.23,1.1,0.34,93.0,white,0.16,8
2300,9.0,0.11,0.27,0.99672,6.6,20.0,1559,3.08,10.7,0.41,103.0,white,0.41,6
2301,11.2,0.036,0.32,0.99196,7.4,27.0,4373,3.15,1.9,0.49,119.0,white,0.36,6
2302,9.5,0.08,0.22,0.9974,10.0,9.0,4790,3.13,1.9,0.55,32.0,red,0.58,5
2303,11.7,0.0279999999999999,0.33,0.9902,5.2,13.0,2788,3.37,1.2,0.38,81.0,white,0.37,6
2304,9.9,0.063,0.65,0.9997,12.7,6.0,4146,3.03,2.3,0.57,25.0,red,0.6,5
2305,11.9,0.036,0.39,0.99,6.5,41.0,4671,3.19,1.9,0.43,98.0,white,0.23,7
2306,11.0,0.039,0.35,0.9908,6.9,29.0,3305,3.13,1.3,0.52,191.0,white,0.25,6
2307,12.4,0.05,0.33,0.99002,8.0,41.0,106,3.0,1.2,0.45,103.0,white,0.27,6
2308,11.1,0.047,0.35,0.99111,6.8,40.0,2115,3.07,1.5,0.72,117.0,white,0.14,6
2309,9.2,0.036,0.4,0.9956,9.8,35.0,716,2.97,2.8,0.39,167.0,white,0.44,5
2310,11.2,0.089,0.07,0.99684,7.2,10.0,2936,3.37,5.5,0.68,18.0,red,0.48,7
2311,9.4,0.083,0.29,0.99642,7.8,21.0,2136,3.16,4.3,0.53,64.0,red,0.82,5
2312,10.3,0.047,0.46,0.99709,7.6,33.0,873,3.03,14.7,0.53,151.0,white,0.35,5
2313,9.4,0.046,0.2,0.9944,7.6,9.0,5365,3.15,3.4,0.41,116.0,white,0.38,5
2314,11.1,0.037,0.59,0.9918,7.0,40.0,4035,3.34,1.4,0.41,120.0,white,0.26,7
2315,12.8,0.027,0.37,0.98939,6.7,42.0,4277,3.24,1.3,0.37,125.0,white,0.18,7
2316,10.6,0.048,0.49,0.9946,7.9,27.0,4725,3.24,4.5,0.42,133.0,white,0.11,6
2317,11.4,0.048,0.32,0.992,6.4,10.0,3555,3.08,1.4,0.41,67.0,white,0.43,5
2318,9.1,0.133,0.58,0.9932,6.6,52.0,307,3.1,1.1,0.3,136.0,white,0.22,5
2319,12.9,0.04,0.34,0.99,6.8,38.0,1884,3.24,2.0,0.45,111.0,white,0.17,6
2320,11.3,0.034,0.36,0.99058,6.8,32.0,82,3.02,1.3,0.58,98.0,white,0.16,6
2321,9.5,0.066,0.02,0.9972,7.0,8.0,4087,3.47,2.1,0.67,25.0,red,0.65,6
2322,10.9,0.036,0.33,0.9953,8.2,28.0,2381,2.96,9.1,0.4,118.0,white,0.29,7
2323,12.3,0.017,0.01,0.9894,5.1,25.0,2919,3.38,1.5,0.36,102.0,white,0.42,7
2324,11.0,0.044,0.43,0.9938,8.1,28.0,552,3.22,1.5,0.45,129.0,white,0.22,6
2325,10.6,0.042,0.4,0.9915,7.7,9.0,1339,2.89,1.1,0.5,60.0,white,0.26,5
2326,9.9,0.084,0.11,0.9979,8.6,12.0,1948,3.4,2.3,0.48,31.0,red,0.8,5
2327,9.1,0.05,0.31,0.99884,7.5,26.0,505,3.05,13.1,0.53,180.0,white,0.24,6
2328,9.0,0.045,0.49,0.9963,6.2,12.0,5482,3.27,6.4,0.57,115.0,white,0.43,4
2329,10.4,0.089,0.08,0.99592,7.5,14.0,306,3.3,2.6,0.59,27.0,red,0.57,6
2330,8.7,0.051,0.66,0.9976,7.4,77.0,2346,3.05,10.8,0.46,194.0,white,0.41,5
2331,10.5,0.034,0.36,0.9944,7.6,26.0,2655,3.42,2.1,0.48,172.0,white,0.33,4
2332,11.4,0.068,0.5,0.996,10.4,13.0,280,3.1,2.3,0.87,19.0,red,0.43,6
2333,9.3,0.13,0.57,0.9927,6.6,58.0,4494,3.12,1.1,0.39,140.0,white,0.16,7
2334,12.0,0.032,0.4,0.99214,6.8,40.0,3105,3.18,6.3,0.53,121.0,white,0.21,7
2335,11.9,0.046,0.3,0.9962,6.3,49.0,1609,3.74,10.0,0.55,212.0,white,0.31,6
2336,9.9,0.045,0.34,0.9934,7.4,73.5,2840,3.18,2.3,0.61,214.0,white,0.155,7
2337,12.0,0.0289999999999999,0.3,0.9916,7.9,64.0,2411,3.12,2.7,0.59,158.0,white,0.37,7
2338,9.4,0.053,0.28,0.99489,6.0,37.0,2374,3.06,7.7,0.5,132.0,white,0.25,6
2339,9.2,0.085,0.13,0.9984,8.3,6.0,2386,3.31,2.6,0.59,24.0,red,0.6,6
2340,10.5,0.045,0.04,0.9938,5.0,41.0,1736,3.75,1.4,0.48,85.0,red,1.02,4
2341,11.7,0.062,0.31,0.9917,7.2,31.0,1030,3.35,1.6,0.44,173.0,white,0.19,6
2342,12.5,0.122,0.64,0.998,10.2,10.0,3177,3.23,2.9,0.66,41.0,red,0.36,6
2343,12.6,0.033,0.37,0.992,7.9,27.0,1693,3.16,5.85,0.54,93.0,white,0.44,7
2344,10.4,0.054,0.32,0.99734,6.6,62.0,2341,3.25,15.6,0.56,227.0,white,0.33,5
2345,11.066666666666698,0.05,0.29,0.99332,5.7,33.0,2300,3.31,7.3,0.5,143.0,white,0.31,6
2346,9.0,0.051,0.28,0.99792,7.0,29.0,814,2.96,14.7,0.39,149.0,white,0.15,7
2347,9.4,0.0969999999999999,0.12,0.99596,7.7,19.0,2022,3.16,1.7,0.49,27.0,red,0.39,5
2348,9.7,0.039,0.24,0.9958,6.3,38.0,1284,3.49,7.2,0.64,172.0,white,0.26,6
2349,10.4,0.037,0.3,0.99698,7.4,70.0,1036,3.25,14.9,0.37,169.0,white,0.34,6
2350,9.5,0.062,0.57,0.99238,6.4,21.0,3400,3.0,1.0,0.4,122.0,white,0.25,5
2351,10.4,0.076,0.43,0.99672,8.2,31.0,3769,3.53,2.5,0.81,51.0,red,0.2,6
2352,9.7,0.049,0.17,0.99297,7.0,7.0,2293,3.13,1.1,0.36,119.0,white,0.35,6
2353,12.2,0.06,0.3,0.99142,6.6,29.0,838,3.23,4.6,0.49,154.0,white,0.23,8
2354,12.6,0.035,0.36,0.991,6.1,36.0,4222,3.31,4.7,0.62,116.0,white,0.37,6
2355,10.1,0.046,0.74,0.9978,6.4,54.0,5211,3.58,11.9,0.68,168.0,white,0.18,5
2356,9.6,0.047,1.0,0.99965,8.2,55.0,2438,2.96,18.2,0.43,205.0,white,0.345,5
2357,9.4,0.05,0.24,0.997,6.0,55.0,3270,3.34,12.1,0.39,164.0,white,0.21,5
2358,10.5,0.067,0.4,0.99603,8.4,8.0,3749,3.39,1.7,0.6,20.0,red,0.29,5
2359,9.4,0.042,0.22,0.994,5.7,25.0,762,3.35,4.2,0.39,111.0,white,0.18,5
2360,9.5,0.04,0.36,0.9956,8.6,24.0,705,3.25,1.8,0.55,187.0,white,0.18,6
2361,11.7,0.0279999999999999,0.25,0.9909,6.7,24.0,3483,3.14,2.5,0.36,84.0,white,0.37,6
2362,9.8,0.035,0.34,0.9965,7.6,26.0,5205,3.08,9.7,0.49,143.0,white,0.22,6
2363,9.4,0.069,0.31,0.9944,7.0,15.0,4422,3.18,1.8,0.47,162.0,white,0.35,5
2364,9.2,0.059,0.2,0.99314,6.4,19.0,3122,3.18,2.4,0.4,112.0,white,0.5,6
2365,10.1,0.046,0.28,0.9927,6.7,35.0,3237,3.33,1.2,0.33,140.0,white,0.13,7
2366,12.7,0.037,0.3,0.99184,6.9,4.0,1022,3.07,10.55,0.32,28.0,white,0.3,6
2367,10.1,0.076,0.4,0.99204,5.0,42.0,4902,3.32,1.2,0.47,124.0,white,0.27,6
2368,11.3,0.123,0.0,0.99538,6.8,15.0,2874,3.44,2.7,0.63,33.0,red,0.64,6
2369,9.4,0.033,0.17,0.99754,6.9,59.0,697,3.08,12.9,0.49,186.0,white,0.4,5
2370,11.0,0.048,0.32,0.99282,6.2,47.0,4822,3.21,6.3,0.6,159.0,white,0.27,6
2371,10.2,0.042,0.06,0.99432,5.6,9.0,0,3.44,6.8,0.44,84.0,white,0.695,5
2372,9.4,0.184,0.14,0.99396,6.6,35.0,5008,2.93,4.4,0.45,168.0,white,0.2,6
2373,10.5,0.052,0.4,0.99398,6.0,56.0,579,3.16,5.7,0.88,152.0,white,0.25,6
2374,10.1,0.04,0.49,0.9938,8.3,34.0,4853,3.05,1.7,0.37,169.0,white,0.2,5
2375,10.8,0.081,0.63,0.99588,8.0,16.0,1282,3.3,1.6,0.78,29.0,red,0.3,6
2376,9.0,0.04,0.17,0.9939,6.2,24.0,495,3.01,2.8,0.46,125.0,white,0.3,5
2377,13.4,0.052,0.51,0.995,8.9,13.0,1762,3.32,2.6,0.9,27.0,red,0.4,7
2378,9.6,0.031,0.33,0.99692,7.8,47.0,2483,3.07,10.4,0.58,194.0,white,0.32,6
2379,11.4,0.023,0.28,0.98993,7.1,3.0,4051,2.95,1.25,0.3,89.0,white,0.27,4
2380,9.2,0.0579999999999999,0.38,0.9997,6.6,16.0,3050,3.38,16.05,0.6,165.0,white,0.31,5
2381,9.6,0.074,0.07,0.9973,7.2,5.0,3416,3.32,1.4,0.81,20.0,red,0.52,6
2382,10.7,0.04,0.26,0.99278,6.3,108.0,5025,3.07,4.7,0.75,168.0,white,0.2,7
2383,9.6,0.037,0.33,0.99495,5.9,58.0,3087,3.26,7.4,0.41,205.0,white,0.29,5
2384,9.4,0.0559999999999999,0.28,0.99594,6.9,29.0,1346,3.17,9.4,0.43,183.0,white,0.43,5
2385,9.3,0.053,0.56,0.9981,6.6,32.0,3157,3.11,15.4,0.49,141.0,white,0.26,5
2386,9.5,0.076,0.23,0.99686,7.9,23.0,4145,3.21,2.3,0.58,94.0,red,0.58,6
2387,9.6,0.089,0.49,1.0002,12.3,5.0,1051,3.19,2.2,0.44,14.0,red,0.5,5
2388,9.1,0.053,0.3,0.9986,7.4,48.5,3829,3.14,12.8,0.49,229.0,white,0.19,7
2389,9.4,0.0969999999999999,0.12,0.99596,7.7,19.0,954,3.16,1.7,0.49,27.0,red,0.39,5
2390,11.1,0.03,0.26,0.99106,6.9,11.0,387,3.06,2.3,0.42,103.0,white,0.32,6
2391,10.0,0.04,0.09,0.9922,6.8,56.0,4798,3.19,1.4,0.46,145.0,white,0.31,5
2392,9.2,0.083,0.65,0.9964,7.2,27.0,1111,3.0,8.3,0.35,182.0,white,0.47,5
2393,10.8,0.042,0.34,0.99278,7.2,16.0,1208,2.99,6.4,0.4,111.0,white,0.17,6
2394,11.1,0.062,0.27,0.99138,5.8,17.0,877,3.23,1.6,0.35,140.0,white,0.29,6
2395,10.1,0.039,0.09,0.99206,6.7,53.0,642,3.12,1.4,0.44,141.0,white,0.31,5
2396,10.0,0.061,0.37,0.995,7.9,25.0,3114,3.22,3.0,0.51,178.0,white,0.18,6
2397,9.4,0.174,0.3,0.99519,6.0,46.0,1289,3.18,7.3,0.49,159.0,white,0.32,5
2398,10.1,0.045,0.3,0.99249,8.6,16.0,5391,2.95,0.9,0.39,109.0,white,0.31,5
2399,9.1,0.049,0.33,1.0,7.3,41.5,3143,3.06,17.85,0.44,195.0,white,0.26,7
2400,12.7,0.047,0.38,0.98964,6.5,30.0,1756,3.17,2.5,0.43,148.0,white,0.33,6
2401,13.9,0.038,0.28,0.98711,5.8,40.0,5448,3.1,1.4,0.29,76.0,white,0.24,7
2402,10.1,0.057,0.1,0.9924,5.9,39.0,1209,3.24,1.6,0.48,128.0,white,0.37,5
2403,11.433333333333302,0.064,0.3,0.99136,7.4,34.0,3811,3.11,1.4,0.42,166.0,white,0.16,6
2404,12.2,0.032,0.34,0.9952,6.8,47.0,5400,3.37,14.0,0.5,133.0,white,0.25,7
2405,11.0,0.031,0.36,0.9931,6.9,38.0,5279,3.35,1.5,0.56,147.0,white,0.2,6
2406,9.5,0.36,0.24,0.9964,7.5,15.0,3321,3.0,1.8,1.59,63.0,red,0.705,5
2407,10.3,0.055,0.39,0.99652,7.0,42.0,2215,3.37,7.5,0.54,218.0,white,0.31,5
2408,9.0,0.071,0.52,1.0006,13.2,12.0,2814,3.1,2.2,0.56,35.0,red,0.46,6
2409,12.9,0.032,0.4,0.9907,8.3,35.0,1912,3.02,1.6,0.6,110.0,white,0.21,7
2410,11.0,0.084,0.27,0.9964,7.2,12.0,3365,3.39,2.6,0.71,78.0,red,0.54,5
2411,8.4,0.075,0.74,1.0008,14.3,6.0,479,2.86,1.8,0.79,15.0,red,0.31,6
2412,10.2,0.044,0.31,0.9928,6.5,30.0,288,3.49,1.7,0.5,127.0,white,0.18,7
2413,9.8,0.05,0.27,0.99592,5.7,58.0,5147,3.1,10.8,0.5,116.0,white,0.25,6
2414,10.4,0.083,0.12,0.99836,9.0,8.0,912,3.33,2.4,0.65,28.0,red,0.8,6
2415,11.9,0.091,0.46,0.99638,9.9,10.0,5366,3.18,2.2,0.69,41.0,red,0.44,6
2416,11.6,0.035,0.35,0.99457,8.0,22.0,1830,3.12,10.0,0.36,108.0,white,0.33,6
2417,11.6,0.037,0.49,0.99116,7.7,46.0,883,3.04,3.8,0.38,139.0,white,0.27,6
2418,12.1,0.044,0.49,0.99,6.8,35.0,4513,3.13,1.2,0.48,126.0,white,0.27,7
2419,11.6,0.0279999999999999,0.27,0.99186,5.3,40.0,331,3.37,6.3,0.4,132.0,white,0.36,6
2420,9.3,0.0819999999999999,0.23,0.99774,10.1,10.0,4673,3.22,1.9,0.65,18.0,red,0.45,6
2421,10.8,0.036,0.25,0.99362,6.6,21.0,4875,3.06,8.0,0.38,124.0,white,0.3,6
2422,10.4,0.046,0.49,0.9952,6.7,57.0,2510,3.62,2.4,0.81,187.0,white,0.16,6
2423,9.5,0.048,0.19,0.99438,5.4,36.0,3242,3.26,7.1,0.41,110.0,white,0.185,6
2424,10.1,0.034,0.26,0.995,5.9,33.0,3191,3.49,7.4,0.42,123.0,white,0.19,6
2425,10.5,0.074,0.05,0.9962,8.0,8.0,4516,3.34,1.9,0.95,19.0,red,0.705,6
2426,9.2,0.044,0.25,0.998,7.0,27.0,1951,2.91,14.3,0.46,149.0,white,0.16,6
2427,9.4,0.079,0.18,0.9965,7.5,24.0,5454,3.34,1.6,0.58,58.0,red,0.4,5
2428,8.7,0.045,0.68,0.9978,7.5,38.0,3879,3.0,10.9,0.36,133.0,white,0.21,5
2429,10.2,0.034,0.18,0.99174,5.6,18.0,5225,3.32,1.4,0.35,135.0,white,0.26,6
2430,9.2,0.06,0.32,0.9952,7.7,47.0,4435,3.37,1.4,0.42,150.0,white,0.12,6
2431,8.8,0.051,0.18,0.9964,6.1,28.5,787,3.19,9.0,0.5,259.0,white,0.4,5
2432,11.5,0.034,0.35,0.9947,6.9,42.0,605,3.21,9.2,0.36,150.0,white,0.25,6
2433,9.5,0.047,0.52,0.99541,6.6,52.0,1729,3.16,8.2,0.47,191.0,white,0.26,6
2434,9.0,0.11,0.27,0.99672,6.6,20.0,4041,3.08,10.7,0.41,103.0,white,0.41,6
2435,9.7,0.051,0.19,0.996,7.1,53.0,1148,3.16,8.2,0.52,187.0,white,0.26,5
2436,9.7,0.042,0.7,0.998,8.4,29.0,1067,3.06,13.1,0.64,197.0,white,0.4,5
2437,9.5,0.036,0.36,0.9934,6.9,40.0,4225,3.27,1.3,0.95,117.0,white,0.18,7
2438,8.7,0.045,0.67,0.9975,7.1,49.0,3937,3.16,10.5,0.44,155.0,white,0.37,5
2439,9.0,0.0559999999999999,0.21,0.99827,6.9,49.0,4563,3.11,15.7,0.48,159.0,white,0.3,5
2440,10.6,0.039,0.28,0.99539,6.4,19.0,1079,3.2,12.6,0.43,124.0,white,0.35,6
2441,10.9,0.042,0.36,0.99473,6.7,42.0,3593,3.34,8.4,0.52,123.0,white,0.24,6
2442,12.75,0.026,0.3,0.98963,5.8,36.0,3429,3.26,3.9,0.58,105.0,white,0.28,6
2443,9.6,0.055,0.51,0.99502,6.4,53.0,2061,3.12,7.8,0.45,177.0,white,0.35,5
2444,12.3,0.03,0.49,0.9903,7.1,30.0,863,3.13,3.0,0.39,96.0,white,0.25,7
2445,12.2,0.044,0.74,0.991,7.1,42.0,768,3.31,2.7,0.41,144.0,white,0.22,6
2446,9.2,0.094,0.24,0.9982,8.9,35.0,1778,3.1,2.85,0.53,106.0,red,0.48,5
2447,9.4,0.087,0.17,1.0004,9.7,20.0,3387,3.14,2.9,0.61,53.0,red,0.55,5
2448,9.5,0.071,0.44,0.9992,9.5,21.0,1655,3.46,2.3,0.63,68.0,red,0.59,5
2449,10.4,0.042,0.34,0.9953,7.4,19.0,2958,3.25,4.7,0.42,127.0,white,0.41,5
2450,12.5,0.042,0.33,0.98964,6.0,31.0,4512,3.32,2.1,0.42,127.0,white,0.3,6
2451,8.9,0.035,0.49,0.99732,6.6,57.0,1455,3.08,11.4,0.54,137.0,white,0.285,6
2452,10.1,0.026,0.34,0.9934,6.7,27.0,2294,3.34,1.6,0.58,109.0,white,0.16,6
2453,12.1,0.03,0.25,0.9901,7.1,25.0,1503,3.22,1.6,0.34,126.0,white,0.33,7
2454,10.6,0.0289999999999999,0.34,0.99669,8.9,19.5,5217,3.13,10.7,0.48,166.0,white,0.27,5
2455,10.0,0.086,0.2,0.9946,8.2,7.0,1833,3.11,1.4,0.46,31.0,red,0.885,5
